1001,2025-01-19 16:40:09.254,admin,2202,,,250,250,"",Y,ADJUST,
1002,2025-01-19 16:40:16.374,admin,2202,,,250,500,"",Y,ADJUST,
1003,2025-01-21 15:44:28.283,admin,1004,,,1000,1000,테스트로 변경,Y,ADJUST,
