1001,!!All Users!!,0,N,NONE,0,N,0,N,2024-12-08 17:14:19.276,[setup wizard],2024-12-08 17:14:19.276,[setup wizard],Y,1733645659276
2002,없음,0,Y,NONE,0,N,0,N,2025-01-07 14:36:39.771,admin,2025-01-07 14:36:39.771,admin,N,1736228199771
