KBDS00,KB데이타시스템,일반
D00000,임원,일반
D91110,신성장사업본부,일반
D91020,MSP사업부,일반
D90004,신기술사업부,일반
D20730,은행사업본부,일반
D20743,은행마케팅&SI사업부,일반
D20736,은행SO사업부,일반
D20741,테크플랫폼부,일반
D20742,Biz플랫폼부,일반
D60001,글로벌사업추진부,일반
D30110,그룹사사업본부,일반
D30117,그룹사마케팅&SI사업부,일반
D30116,카드IT운영부,일반
D30114,보험IT운영부,일반
D30112,그룹사IT운영부,일반
D80056,경영지원본부,일반
D80101,경영기획부,일반
D80201,경영지원부,일반
D80301,직원만족부,일반
D80401,변화혁신추진단,일반
D80054,감사팀,일반
